,Training Accuracy,Training Loss,Validation Accuracy,Validation Loss
0,0.010588235221803188,4.725576400756836,0.01102607324719429,4.72983980178833
1,0.009999999776482582,4.658714771270752,0.010636917315423489,4.683445453643799
2,0.011764705181121826,4.623788356781006,0.009210013784468174,4.658501625061035
3,0.01764705777168274,4.598892688751221,0.009469451382756233,4.644983291625977
4,0.015294116921722889,4.574343681335449,0.008820858784019947,4.6373090744018555
5,0.014117646962404251,4.564624786376953,0.008431702852249146,4.636294841766357
6,0.01823529414832592,4.5564165115356445,0.007912828586995602,4.636990070343018
7,0.019999999552965164,4.546790599822998,0.009080295450985432,4.636654853820801
8,0.019999999552965164,4.546201229095459,0.009339733049273491,4.642104148864746
9,0.019999999552965164,4.5402703285217285,0.008431702852249146,4.6453986167907715
10,0.017058823257684708,4.538136005401611,0.009339733049273491,4.642935752868652
11,0.01882352866232395,4.538552761077881,0.008691140450537205,4.645264625549316
12,0.020588234066963196,4.534178733825684,0.008172266185283661,4.64584493637085
13,0.02235293947160244,4.525370121002197,0.008301984518766403,4.644495487213135
14,0.023529410362243652,4.527804374694824,0.008561421185731888,4.644570350646973
15,0.025294115766882896,4.517674446105957,0.00895057711750269,4.642806529998779
16,0.025882352143526077,4.5160064697265625,0.009080295450985432,4.643784046173096
17,0.019411763176321983,4.511773109436035,0.008431702852249146,4.642780780792236
18,0.028235293924808502,4.506772518157959,0.006615643855184317,4.642913341522217
19,0.019999999552965164,4.503190517425537,0.008431702852249146,4.643192291259766
20,0.02705882303416729,4.499363899230957,0.007264236453920603,4.64424467086792
21,0.02764705754816532,4.492704391479492,0.007523673586547375,4.643430709838867
22,0.03117647022008896,4.48551082611084,0.008561421185731888,4.643218517303467
23,0.034117646515369415,4.47740364074707,0.008691140450537205,4.643744945526123
24,0.032941173762083054,4.469997406005859,0.0071345181204378605,4.645358085632324
25,0.03588235005736351,4.465000629425049,0.009339733049273491,4.645245552062988
26,0.04235294088721275,4.461674690246582,0.007912828586995602,4.647607326507568
27,0.033529412001371384,4.452086448669434,0.007653391920030117,4.649473190307617
28,0.04470587894320488,4.444098472595215,0.008172266185283661,4.651284217834473
29,0.034117646515369415,4.438479900360107,0.006745362654328346,4.653875827789307
30,0.04176470264792442,4.429629325866699,0.007783110253512859,4.6590399742126465
31,0.048235293477773666,4.420958042144775,0.007004799321293831,4.660958766937256
32,0.04470587894320488,4.412237644195557,0.00505902199074626,4.662239074707031
33,0.048235293477773666,4.401978015899658,0.007004799321293831,4.666608810424805
34,0.04647058621048927,4.391504764556885,0.006745362654328346,4.671456336975098
35,0.052352938801050186,4.380421161651611,0.006356206722557545,4.674157619476318
36,0.05529411509633064,4.371070861816406,0.004540147725492716,4.678860664367676
37,0.047647055238485336,4.355118751525879,0.006356206722557545,4.6852850914001465
38,0.056470587849617004,4.345217227935791,0.005837332922965288,4.692115783691406
39,0.06470587849617004,4.3294854164123535,0.0057076141238212585,4.696059226989746
40,0.05941176414489746,4.313188076019287,0.005318458657711744,4.703470230102539
41,0.05882352590560913,4.302375316619873,0.005318458657711744,4.708359241485596
42,0.06882352381944656,4.279885292053223,0.00505902199074626,4.7167510986328125
43,0.0694117620587349,4.259398937225342,0.005577895790338516,4.727631568908691
44,0.06647058576345444,4.248856544494629,0.005448177456855774,4.738917827606201
45,0.07764705270528793,4.2182297706604,0.00609677005559206,4.750814437866211
46,0.0788235291838646,4.190310478210449,0.005188740324229002,4.767733097076416
47,0.08411764353513718,4.166945457458496,0.005448177456855774,4.786425590515137
48,0.08705881983041763,4.13500452041626,0.0046698665246367455,4.805587291717529
49,0.09411764144897461,4.090824127197266,0.00505902199074626,4.832653999328613
50,0.09941176325082779,4.061093807220459,0.006485925521701574,4.855941295623779
51,0.09705881774425507,4.035679817199707,0.00609677005559206,4.8992838859558105
52,0.10352940857410431,3.9901211261749268,0.007004799321293831,4.929118633270264
53,0.11058823019266129,3.9555981159210205,0.005318458657711744,4.964634418487549
54,0.11882352828979492,3.9230105876922607,0.0071345181204378605,4.986319065093994
55,0.11999999731779099,3.899069309234619,0.006615643855184317,5.018167972564697
56,0.12647058069705963,3.8794193267822266,0.007783110253512859,5.030973434448242
57,0.11999999731779099,3.860004425048828,0.008172266185283661,5.051137924194336
58,0.12647058069705963,3.8436923027038574,0.007004799321293831,5.063514709472656
59,0.14058822393417358,3.8110735416412354,0.0057076141238212585,5.060953617095947
60,0.14058822393417358,3.796382188796997,0.007523673586547375,5.06939697265625
61,0.1576470583677292,3.7602548599243164,0.007004799321293831,5.089135646820068
62,0.14352940022945404,3.7447259426116943,0.008301984518766403,5.091890811920166
63,0.1617646962404251,3.720749616622925,0.007912828586995602,5.100554466247559
64,0.15823528170585632,3.6947426795959473,0.007393954787403345,5.110682964324951
65,0.17411763966083527,3.6891345977783203,0.007523673586547375,5.126002311706543
66,0.17823529243469238,3.6596150398254395,0.007912828586995602,5.127291202545166
67,0.17941175401210785,3.62483811378479,0.00895057711750269,5.127933025360107
68,0.18705882132053375,3.6121652126312256,0.009469451382756233,5.14368200302124
69,0.18941175937652588,3.5931549072265625,0.009599169716238976,5.151400566101074
70,0.1899999976158142,3.569340467453003,0.009728888049721718,5.15990686416626
71,0.19294117391109467,3.5435409545898438,0.009339733049273491,5.166654109954834
72,0.19411763548851013,3.5393898487091064,0.010636917315423489,5.177699565887451
73,0.20235292613506317,3.517218589782715,0.01102607324719429,5.185901165008545
74,0.21176469326019287,3.4889752864837646,0.010896354913711548,5.194019794464111
75,0.21882352232933044,3.4614903926849365,0.012582695111632347,5.200745582580566
76,0.2123529314994812,3.450845956802368,0.012323258444666862,5.2105631828308105
77,0.21294116973876953,3.434340000152588,0.01219354011118412,5.218419075012207
78,0.22470587491989136,3.4151418209075928,0.01102607324719429,5.227809429168701
