,Training Accuracy,Training Loss,Validation Accuracy,Validation Loss
0,0.009999999776482582,4.732166767120361,0.010494372807443142,4.720843315124512
1,0.014666666276752949,4.674821853637695,0.009735743515193462,4.679327011108398
2,0.01133333332836628,4.6417927742004395,0.010115058161318302,4.655555248260498
3,0.009333333000540733,4.628759860992432,0.009988619945943356,4.647737503051758
4,0.013333333656191826,4.618283748626709,0.010494372807443142,4.646085739135742
5,0.014666666276752949,4.6032538414001465,0.010620811022818089,4.64417028427124
6,0.0139999995008111,4.600400447845459,0.009229990653693676,4.644604682922363
7,0.01666666567325592,4.594653129577637,0.010115058161318302,4.639139652252197
8,0.01066666655242443,4.586299419403076,0.00948286708444357,4.636586666107178
9,0.009999999776482582,4.583479881286621,0.010620811022818089,4.63538122177124
10,0.014666666276752949,4.577519416809082,0.010747249238193035,4.631826400756836
11,0.019999999552965164,4.5781636238098145,0.009356428869068623,4.6300435066223145
12,0.01599999889731407,4.575345993041992,0.00872423779219389,4.626586437225342
13,0.017999999225139618,4.566497325897217,0.011000125668942928,4.624297618865967
14,0.012666666880249977,4.567089080810547,0.008977114222943783,4.622875213623047
15,0.014666666276752949,4.5658650398254395,0.009609305299818516,4.621808052062988
16,0.01133333332836628,4.559756278991699,0.008977114222943783,4.619576930999756
17,0.014666666276752949,4.561844825744629,0.009356428869068623,4.6173906326293945
18,0.013333333656191826,4.5558319091796875,0.009735743515193462,4.61766242980957
19,0.014666666276752949,4.551932334899902,0.010747249238193035,4.617397785186768
20,0.01733333244919777,4.54904842376709,0.010367934592068195,4.615307331085205
21,0.014666666276752949,4.548015594482422,0.00948286708444357,4.6135101318359375
22,0.01666666567325592,4.543260097503662,0.010747249238193035,4.61476469039917
23,0.024000000208616257,4.543700218200684,0.008471361361443996,4.615861892700195
24,0.015333333052694798,4.540523529052734,0.013528890907764435,4.614670753479004
25,0.02266666665673256,4.539104461669922,0.008597799576818943,4.615477561950684
26,0.019999999552965164,4.536674976348877,0.012264508754014969,4.615218162536621
27,0.01733333244919777,4.540329933166504,0.00910355243831873,4.61704683303833
28,0.02133333310484886,4.532372951507568,0.00796560849994421,4.616789817810059
29,0.019999999552965164,4.533885478973389,0.00834492314606905,4.617060661315918
30,0.02133333310484886,4.533291816711426,0.011000125668942928,4.617998123168945
31,0.01666666567325592,4.532584190368652,0.00872423779219389,4.619743824005127
32,0.018666666001081467,4.532607555389404,0.00872423779219389,4.618844509124756
