,Training Accuracy,Training Loss,Validation Accuracy,Validation Loss
0,0.010769231244921684,4.7365241050720215,0.008755703456699848,4.743503570556641
1,0.013846153393387794,4.69798469543457,0.010482179932296276,4.719302654266357
2,0.010769231244921684,4.674121856689453,0.010112221352756023,4.696645259857178
3,0.009230769239366055,4.650123119354248,0.01122209895402193,4.679768085479736
4,0.016153845936059952,4.628167629241943,0.008015785366296768,4.669273376464844
5,0.015384615398943424,4.618527412414551,0.008262424729764462,4.661418914794922
6,0.016923077404499054,4.610523223876953,0.009742261841893196,4.656911373138428
7,0.014615384861826897,4.606159210205078,0.008632384240627289,4.6514787673950195
8,0.016153845936059952,4.593505382537842,0.0077691455371677876,4.65091609954834
9,0.016153845936059952,4.589864253997803,0.010852139443159103,4.6485090255737305
10,0.016923077404499054,4.585766792297363,0.007892465218901634,4.645259380340576
11,0.01846153847873211,4.57940673828125,0.009618941694498062,4.645840644836426
12,0.013076922856271267,4.571586608886719,0.008632384240627289,4.6436262130737305
13,0.016153845936059952,4.568752288818359,0.009618941694498062,4.640254020690918
14,0.01846153847873211,4.5645599365234375,0.009618941694498062,4.637477397918701
15,0.017692307010293007,4.5625128746032715,0.00924898311495781,4.635335445404053
16,0.015384615398943424,4.563557147979736,0.009618941694498062,4.634778022766113
17,0.01230769231915474,4.558158874511719,0.009618941694498062,4.634936809539795
18,0.015384615398943424,4.557559967041016,0.009372302331030369,4.631504058837891
19,0.02153846248984337,4.549953937530518,0.008385743945837021,4.629342079162598
20,0.01846153847873211,4.54868221282959,0.009002342820167542,4.628667831420898
21,0.023076923564076424,4.544955253601074,0.008385743945837021,4.629209518432617
22,0.02230769209563732,4.545122146606445,0.00924898311495781,4.62794828414917
23,0.01923076994717121,4.542017936706543,0.009495622478425503,4.627742767333984
24,0.02538461610674858,4.543148517608643,0.008755703456699848,4.627292156219482
25,0.02153846248984337,4.541176795959473,0.009495622478425503,4.626615524291992
26,0.016923077404499054,4.54010009765625,0.010975459590554237,4.622857570648193
27,0.014615384861826897,4.538549900054932,0.008632384240627289,4.624797821044922
28,0.01846153847873211,4.531914710998535,0.009002342820167542,4.623880386352539
29,0.01846153847873211,4.534979820251465,0.009002342820167542,4.624598026275635
30,0.02230769209563732,4.530820369720459,0.009742261841893196,4.6233110427856445
31,0.029999999329447746,4.527511119842529,0.009495622478425503,4.625905990600586
32,0.019999999552965164,4.532290458679199,0.008385743945837021,4.62614107131958
33,0.023076923564076424,4.535238742828369,0.009372302331030369,4.625851154327393
34,0.023846153169870377,4.529086589813232,0.009125662967562675,4.6251301765441895
35,0.02230769209563732,4.52512264251709,0.008262424729764462,4.626587867736816
36,0.01923076994717121,4.526877403259277,0.008015785366296768,4.627369403839111
37,0.02230769209563732,4.520320415496826,0.00924898311495781,4.627541542053223
38,0.02153846248984337,4.523548603057861,0.00924898311495781,4.628657817840576
39,0.01923076994717121,4.529932022094727,0.006042668595910072,4.631616592407227
40,0.02230769209563732,4.523232936859131,0.008755703456699848,4.628373146057129
41,0.02153846248984337,4.52018928527832,0.00986558198928833,4.630805015563965
42,0.01230769231915474,4.519826889038086,0.008879023604094982,4.6318535804748535
43,0.02769230678677559,4.518362045288086,0.007522505708038807,4.633334159851074
44,0.02230769209563732,4.5163984298706055,0.008879023604094982,4.631906032562256
45,0.017692307010293007,4.517227649688721,0.008262424729764462,4.632236003875732
46,0.019999999552965164,4.514857769012451,0.007645825855433941,4.633193016052246
47,0.019999999552965164,4.513951301574707,0.0077691455371677876,4.634048938751221
48,0.023076923564076424,4.510138034820557,0.009742261841893196,4.634583473205566
49,0.020769231021404266,4.505127429962158,0.009372302331030369,4.634739875793457
50,0.02230769209563732,4.5095624923706055,0.008509064093232155,4.636047840118408
51,0.019999999552965164,4.503879547119141,0.007522505708038807,4.634367942810059
52,0.020769231021404266,4.5051164627075195,0.007522505708038807,4.637004852294922
53,0.019999999552965164,4.50724983215332,0.007892465218901634,4.636155605316162
54,0.023076923564076424,4.505868911743164,0.008385743945837021,4.637782573699951
55,0.02230769209563732,4.497973442077637,0.007892465218901634,4.641336917877197
56,0.023846153169870377,4.499834060668945,0.008139104582369328,4.639245510101318
57,0.02230769209563732,4.49682092666626,0.008015785366296768,4.64111328125
58,0.029230769723653793,4.491884231567383,0.008015785366296768,4.645828723907471
59,0.029999999329447746,4.486132621765137,0.008139104582369328,4.646551132202148
60,0.026923077180981636,4.483689308166504,0.008262424729764462,4.648629665374756
61,0.036153845489025116,4.475940704345703,0.0077691455371677876,4.652437686920166
62,0.035384614020586014,4.473718643188477,0.009495622478425503,4.653377532958984
63,0.035384614020586014,4.4713945388793945,0.006905906833708286,4.659145832061768
64,0.035384614020586014,4.461633682250977,0.00739918602630496,4.661201000213623
65,0.033076923340559006,4.462968349456787,0.007892465218901634,4.670124053955078
66,0.035384614020586014,4.45281982421875,0.008755703456699848,4.673141002655029
67,0.03461538627743721,4.446327209472656,0.008385743945837021,4.682636737823486
68,0.029230769723653793,4.452541828155518,0.008632384240627289,4.685770511627197
69,0.04307692497968674,4.443243503570557,0.007892465218901634,4.701170444488525
70,0.036153845489025116,4.42755126953125,0.009002342820167542,4.707513809204102
71,0.04615384712815285,4.419458866119385,0.007152546662837267,4.71317720413208
72,0.04384615272283554,4.42510986328125,0.007892465218901634,4.7266693115234375
73,0.033076923340559006,4.4189019203186035,0.007892465218901634,4.730656147003174
74,0.035384614020586014,4.409136772155762,0.009125662967562675,4.742032051086426
75,0.045384615659713745,4.398787021636963,0.008015785366296768,4.7457122802734375
76,0.039230767637491226,4.39639949798584,0.008262424729764462,4.7472639083862305
77,0.042307693511247635,4.389737129211426,0.008262424729764462,4.746669292449951
78,0.04076923057436943,4.375234127044678,0.00739918602630496,4.753134727478027
79,0.03769230842590332,4.362878322601318,0.007522505708038807,4.754678249359131
