,Training Accuracy,Training Loss,Validation Accuracy,Validation Loss
0,0.009285714477300644,4.781383037567139,0.008740167133510113,4.7728495597839355
1,0.009999999776482582,4.718652248382568,0.010862779803574085,4.724409580230713
2,0.010714286006987095,4.658676624298096,0.009239605627954006,4.688201904296875
3,0.010714286006987095,4.631171703338623,0.0097390441223979,4.669548034667969
4,0.012142856605350971,4.6036376953125,0.008865026757121086,4.659420490264893
5,0.014285714365541935,4.586367607116699,0.010737920179963112,4.653410911560059
6,0.015714285895228386,4.5782270431518555,0.00811586994677782,4.648315906524658
7,0.014999999664723873,4.569994926452637,0.010363341309130192,4.6448588371276855
8,0.020714284852147102,4.557483673095703,0.007991010323166847,4.6457133293151855
9,0.0178571417927742,4.556386947631836,0.007116993423551321,4.648351192474365
10,0.016428571194410324,4.547004222869873,0.007991010323166847,4.6451096534729
11,0.019285714253783226,4.546690940856934,0.008740167133510113,4.646049976348877
12,0.0178571417927742,4.5398969650268555,0.00898988638073206,4.646064758300781
13,0.019285714253783226,4.5310282707214355,0.00898988638073206,4.644312858581543
14,0.022142857313156128,4.53699254989624,0.010113622061908245,4.64383602142334
15,0.022142857313156128,4.5295586585998535,0.010363341309130192,4.642714500427246
16,0.016428571194410324,4.5322065353393555,0.010737920179963112,4.641352653503418
17,0.016428571194410324,4.52735710144043,0.009239605627954006,4.642136096954346
18,0.020714284852147102,4.521009922027588,0.009489324875175953,4.641991138458252
19,0.024285713210701942,4.521174907684326,0.009114746004343033,4.641599655151367
20,0.014999999664723873,4.522216320037842,0.008740167133510113,4.642432689666748
21,0.020714284852147102,4.5173139572143555,0.00849044881761074,4.6410813331604
22,0.018571428954601288,4.518551826477051,0.008365589193999767,4.6431145668029785
23,0.02142857201397419,4.515744209289551,0.006867274641990662,4.641416072845459
24,0.02500000037252903,4.515237331390381,0.010113622061908245,4.640223979949951
25,0.019285714253783226,4.508679389953613,0.009489324875175953,4.642511367797852
26,0.02142857201397419,4.511085033416748,0.008865026757121086,4.641643524169922
27,0.024285713210701942,4.508030891418457,0.00849044881761074,4.640908241271973
28,0.02857142873108387,4.504700183868408,0.007491572294384241,4.639991760253906
29,0.022142857313156128,4.503557205200195,0.007491572294384241,4.642003536224365
30,0.022142857313156128,4.501631736755371,0.00849044881761074,4.641836643218994
31,0.030714284628629684,4.498432636260986,0.007866150699555874,4.644331932067871
32,0.025714285671710968,4.496620178222656,0.00936446525156498,4.643937587738037
33,0.030714284628629684,4.492824077606201,0.006992134265601635,4.6417083740234375
34,0.026428570970892906,4.488896369934082,0.007991010323166847,4.645987510681152
35,0.029285714030265808,4.486722469329834,0.008240729570388794,4.6448750495910645
36,0.030714284628629684,4.482056140899658,0.008240729570388794,4.647068977355957
37,0.037142857909202576,4.4754509925842285,0.008365589193999767,4.648927211761475
38,0.029999999329447746,4.471898555755615,0.00849044881761074,4.651117324829102
39,0.03214285522699356,4.465693950653076,0.007991010323166847,4.65205192565918
40,0.037857141345739365,4.463193893432617,0.008240729570388794,4.651951789855957
41,0.034285712987184525,4.4586920738220215,0.00811586994677782,4.65432596206665
42,0.034285712987184525,4.448968887329102,0.006742415018379688,4.657401084899902
43,0.04214285686612129,4.440286159515381,0.008865026757121086,4.660118579864502
44,0.037142857909202576,4.437005043029785,0.008865026757121086,4.663303852081299
45,0.040714286267757416,4.428842067718506,0.007866150699555874,4.6680707931518555
46,0.040714286267757416,4.415355205535889,0.0076164319179952145,4.672679901123047
47,0.03857142850756645,4.405882358551025,0.0077412910759449005,4.678488254547119
48,0.047857142984867096,4.392139911651611,0.007991010323166847,4.685915946960449
49,0.05714285746216774,4.377631664276123,0.007366712670773268,4.697780609130859
50,0.04928571358323097,4.366270065307617,0.008615308441221714,4.7064337730407715
51,0.05285714194178581,4.344544887542725,0.008365589193999767,4.71898078918457
52,0.058571428060531616,4.32027530670166,0.0077412910759449005,4.736558437347412
53,0.05642857030034065,4.308613300323486,0.006742415018379688,4.757086277008057
54,0.0657142847776413,4.276504039764404,0.0076164319179952145,4.781406879425049
55,0.07071428745985031,4.262503623962402,0.008740167133510113,4.806946277618408
56,0.06785713881254196,4.250962734222412,0.008865026757121086,4.819909572601318
57,0.06785713881254196,4.218881607055664,0.008740167133510113,4.8412580490112305
58,0.06071428582072258,4.217196941375732,0.008365589193999767,4.848730087280273
59,0.06785713881254196,4.201288223266602,0.007366712670773268,4.857579708099365
60,0.08071428537368774,4.203458309173584,0.008365589193999767,4.858173847198486
61,0.07642856985330582,4.184042453765869,0.008865026757121086,4.858077526092529
62,0.08714285492897034,4.161269664764404,0.010238481685519218,4.867912292480469
63,0.08571428805589676,4.135953426361084,0.0077412910759449005,4.866397380828857
64,0.08857142925262451,4.118351459503174,0.009239605627954006,4.8775248527526855
65,0.09214285761117935,4.108867645263672,0.007491572294384241,4.884632110595703
66,0.10857142508029938,4.081860542297363,0.008740167133510113,4.89027738571167
67,0.09214285761117935,4.075002670288086,0.00936446525156498,4.8875908851623535
68,0.10428570955991745,4.055180549621582,0.008740167133510113,4.893258094787598
69,0.09928571432828903,4.0475664138793945,0.009239605627954006,4.897581577301025
70,0.1014285683631897,4.037619590759277,0.00898988638073206,4.898281097412109
